Filename,DEI,LOC
sea_1.csv,0.132745685178529,0.660339711786871
sea_10.csv,0.140204184782651,0.889874159383022
sea_2.csv,0.143988441184981,0.828387985122722
sea_3.csv,0.116993884276255,0.873361278298157
sea_4.csv,0.126680628972123,0.803990947468303
sea_5.csv,0.120569275857603,0.976406251002255
sea_6.csv,0.16478868463295,0.799135372111209
sea_7.csv,0.152229300571549,0.826006168920581
sea_8.csv,0.170921501709924,0.825272707432437
sea_9.csv,0.162058217848481,0.842542067518489
she_1.csv,0.312980935098244,1.09709551315687
she_2.csv,0.305046649313803,0.977392650593397
she_3.csv,0.351748212528856,1.2138732905757
she_4.csv,0.361370458952073,1.25404080347303
she_5.csv,0.361581083495317,1.12914723367222
she_6.csv,0.334340018605062,1.12166748948097
she_7.csv,0.323005896949275,1.2793663496847
she_8.csv,0.297037954299322,1.10303116617743
